id_dep,departamento,id_municipal,municipio,alcalde,partido,fundacion,telefono,email,web,twitter,facebook
20,Chiquimula,2010,San Jacinto,Marvin Juventino Morales Palma,UNE,,,,,,
20,Chiquimula,2011,Ipala,Esduin Jerson Javier Javier,MILPA,,,,,,
21,Jalapa,2101,Jalapa,Rafael Alfredo Sandoval Cabrera,UNE,,,,,,
21,Jalapa,2102,San Pedro Pinula,Jose Roberto Ramirez Guerra,UNE,,,,,,
21,Jalapa,2103,San Luis Jilotepeque,Juan Alberto Perez Manuel,EL CÁNTARO,,,,,,
21,Jalapa,2104,San Manuel Chaparrón,Rafael Alcides Sandoval Rodriguez,UNE,,,,,,
21,Jalapa,2105,San Carlos Alzatate,Fredi Omar Garcia Galiano,UCN,,,,,,
21,Jalapa,2106,Monjas,Saul  Lopez Escalante,CCM,,,,,,
21,Jalapa,2107,Mataquescuintla,Hector Felipe Guevara Pineda,UNE,,,,,,
22,Jutiapa,2201,Jutiapa,Luis Gabriel Rosales Orellana,VALOR,,,,,,
22,Jutiapa,2202,El Progreso,Marvin Enrique Zepeda Gonzalez,COCIPROG,,,,,,
22,Jutiapa,2203,Santa Catarina Mita,William Geovanny Duarte Aguilar,FCN-NACION,,,,,,
22,Jutiapa,2204,Agua Blanca,Julio Cesar Guerra Cameros,FCN-NACION,,,,,,
22,Jutiapa,2205,Asunción Mita,Rene Francisco Guardado Lemus,COCIMI,,,,,,
22,Jutiapa,2206,Yupiltepeque,Carlos Anibal Godoy Torres,UNE,,,,,,
22,Jutiapa,2207,Atescatempa,Jose Mauricio Contreras Moran,UCN,,,,,,
22,Jutiapa,2208,Jerez,Carlos Efrain Melgar Torres,UNE,,,,,,
22,Jutiapa,2209,El Adelanto,Teofilo Sinohe Corado Azmitia,UNE,,,,,,
22,Jutiapa,2210,Zapotitlán,Hilmar Edgardo Quiñonez Y Quiñonez,UNE,,,,,,
22,Jutiapa,2211,Comapa,Cesar Estuardo Vasquez Recinos,FCN-NACION,,,,,,
22,Jutiapa,2212,Jalpatagua,Gustavo Adolfo Recinos Corea,UNE,,,,,,
22,Jutiapa,2213,Conguaco,Manuel  Gonzalez,UCN,,,,,,
22,Jutiapa,2214,Moyuta,Carlos Roberto Marroquin Fuentes,FCN-NACION,,,,,,
22,Jutiapa,2215,Pasaco,Ottoniel  Pineda Herrera,UNE,,,,,,
22,Jutiapa,2216,San José Acatempa,Esteban Adolfo Castillo Y Castillo,UCN,,,,,,
22,Jutiapa,2217,Quesada,Carlos Alberto Martinez Castellanos,FCN-NACION,,,,,,
